user,resource,rating
Tanya,DS8,2
Tanya,DS7,3.5
Tanya,DS6,3.5
Tanya,DS5,4
Tanya,DS4,4.5
Tanya,DS2,2.5
Tanya,DS1,2
Tanya,OS2,2.6
Tanya,OS4,4.8
Tanya,OS5,4.1
Tanya,OS11,4.6
Tanya,OS7,2.1
Tanya,OS12,1.8
Neethu,DS4,2.5
Neethu,DS7,4
Neethu,DS8,3
Neethu,DS9,4
Neethu,DS11,1
Neethu,DS12,5
Neethu,DB5,2.5
Neethu,DB7,4
Neethu,DB8,4.5
Neethu,DB9,4.5
Neethu,DB12,4.5
Neethu,DB13,3.5
Neethu,P5,3
Neethu,P7,4.5
Neethu,P8,4
Neethu,P9,4.5
Neethu,P10,1.5
Neethu,OS3,1.2
Neethu,OS5,2.6
Neethu,OS7,4.1
Neethu,OS8,4.2
Neethu,OS11,2.5
Neethu,OS12,4.6
Jaswinder,DB5,3
Jaswinder,DB6,3
Jaswinder,DB8,4
Jaswinder,DB12,4
Jaswinder,DB1,2
Jaswinder,P3,1.6
Jaswinder,P4,2.4
Jaswinder,P9,3.9
Jaswinder,P12,4.2
Jaswinder,OS2,2
Jaswinder,OS6,3.5
Jaswinder,OS7,4.2
Jaswinder,OS11,3
Jaswinder,N1,1.5
Jaswinder,N4,3.3
Jaswinder,N7,4.5
Jaswinder,N9,4.1
Jaswinder,N14,3.6
Jaswinder,DS5,3.3
Jaswinder,DS8,4.3
Jaswinder,DS9,4
Jaswinder,DS10,2
Akshdeep,DS1,2
Akshdeep,DS2,1.5
Akshdeep,DS6,3
Akshdeep,DS9,3.8
Akshdeep,DS11,3
Akshdeep,DB3,1.9
Akshdeep,DB6,2.9
Akshdeep,DB7,3.9
Akshdeep,DB11,3
Akshdeep,P2,1
Akshdeep,P5,2.3
Akshdeep,P6,2.9
Akshdeep,P8,4
Akshdeep,P9,4.4
Akshdeep,P13,4.1
Akshdeep,OS4,2.5
Akshdeep,OS6,3
Akshdeep,OS9,4.2
Akshdeep,OS11,3
Akshdeep,N3,1.9
Akshdeep,N5,2.7
Akshdeep,N8,3.8
Akshdeep,N10,1.2
Akshdeep,N14,3
Kshitij,DS2,2
Kshitij,DS4,2.5
Kshitij,DS5,3.5
Kshitij,DS7,3.7
Kshitij,DS12,4.5
Kshitij,DB2,2
Kshitij,DB3,1
Kshitij,DB6,2.3
Kshitij,DB7,3.5
Kshitij,DB8,4.6
Kshitij,DB13,4.3
Kshitij,DB15,2
Kshitij,P5,3
Kshitij,P7,3.9
Kshitij,P12,3.6
Kshitij,P14,3
Kshitij,OS3,2
Kshitij,OS4,2.2
Kshitij,OS5,3
Kshitij,OS8,4.4
Kshitij,OS9,4
Kshitij,OS11,3.3
Kshitij,N2,2
Kshitij,N5,3
Kshitij,N8,4.7
Kshitij,N11,3
Kshitij,N14,3.5
Salil,DS1,2
Salil,DS3,2.5
Salil,DS4,4
Salil,DS5,3.9
Salil,DS8,2.4
Salil,DS10,2
Salil,DB2,2.5
Salil,DB3,2.3
Salil,DB4,3.9
Salil,DB5,4.3
Salil,DB9,2.9
Salil,DB15,4
Salil,P1,1
Salil,P6,4
Salil,P7,3
Salil,P10,2
Salil,P11,4.2
Salil,P13,3.2
Salil,OS1,1.8
Salil,OS5,4.5
Salil,OS6,3.9
Salil,OS9,3
Salil,OS10,2
Salil,N3,1.5
Salil,N4,3.9
Salil,N6,4.1
Salil,N7,3.2
Salil,N11,4.5
Salil,N13,3
Neeraj,DS3,2.5
Neeraj,DS4,3.9
Neeraj,DS8,2.9
Neeraj,DS11,4.3
Neeraj,DB2,2
Neeraj,DB3,1.8
Neeraj,DB6,4.7
Neeraj,DB7,3
Neeraj,DB8,3.2
Neeraj,DB11,4.5
Neeraj,P3,2.5
Neeraj,P4,3.9
Neeraj,P9,2.9
Neeraj,P11,4
Neeraj,OS1,1
Neeraj,OS3,2
Neeraj,OS4,4
Neeraj,OS5,4.2
Neeraj,OS9,2.9
Neeraj,OS12,3.5
Neeraj,N2,2
Neeraj,N5,4
Neeraj,N8,3
Neeraj,N11,4.4
Ujjawal,DS2,3
Ujjawal,DS3,2.8
Ujjawal,DS4,3.9
Ujjawal,DS5,3.8
Ujjawal,DS9,3
Ujjawal,DB1,2.2
Ujjawal,DB6,4.2
Ujjawal,DB9,3.2
Ujjawal,DB11,4.4
Ujjawal,P4,3.6
Ujjawal,P5,4.2
Ujjawal,P9,3
Ujjawal,OS1,2.5
Ujjawal,OS4,3.99
Ujjawal,OS7,3.4
Ujjawal,N6,4.5
Ujjawal,N7,3
Ujjawal,N10,2.3
Ashish,DS1,4
Ashish,DS4,3
Ashish,DS11,2.8
Ashish,DB2,4.4
Ashish,DB14,2.5
Ashish,P3,4.3
Ashish,P4,3.5
Ashish,P10,4
Ashish,OS2,5
Ashish,OS4,3
Ashish,OS6,3.5
Ashish,N1,4.5
Ashish,N4,3.5
Ashish,N13,2
Gaur,DS2,4
Gaur,DS5,3.5
Gaur,DS12,2
Gaur,DB1,4
Gaur,DB4,3.8
Gaur,DB11,3.6
Gaur,DB12,2.6
Gaur,P1,3.89
Gaur,P5,3.39
Gaur,P10,4
Gaur,P9,2.5
Gaur,OS2,4.2
Gaur,OS6,3.2
Gaur,OS11,3.8
Gaur,OS12,2
Gaur,N2,4
Gaur,N3,4.2
Gaur,N11,3.5
Shera,DS3,4
Shera,DS6,3
Shera,DS11,3
Shera,DB3,4.2
Shera,DB6,3.5
Shera,DB12,2.5
Shera,P2,4.2
Shera,P4,3.2
Shera,P6,3
Shera,P11,3
Shera,P12,2
Shera,OS2,4
Shera,OS5,3.5
Shera,OS8,2.9
Shera,OS10,4
Shera,N2,3.9
Shera,N6,3.4
Shera,N11,3.6
Sankalp,DS2,2
Sankalp,DS4,4
Sankalp,DS6,4.2
Sankalp,DS8,3.6
Sankalp,DS10,2.1
Sankalp,DB2,2.6
Sankalp,DB4,4.3
Sankalp,DB6,4.5
Sankalp,DB8,3
Sankalp,DB10,2.9
Sankalp,P2,1.5
Sankalp,P4,3.9
Sankalp,P6,4.3
Sankalp,P8,3.8
Sankalp,P10,2.7
Sankalp,OS2,2.2
Sankalp,OS6,4.4
Sankalp,OS8,3
Sankalp,OS10,3.2
Sankalp,N1,2
Sankalp,N5,4.3
Sankalp,N11,4.4
Sankalp,N12,3
Samridhi,DS4,4
Samridhi,DS7,3.5
Samridhi,DS10,2
Samridhi,DB1,2.2
Samridhi,DB6,4.4
Samridhi,DB7,3.4
Samridhi,DB14,4.6
Samridhi,P2,3
Samridhi,P5,4
Samridhi,P8,3.5
Samridhi,OS1,2
Samridhi,OS5,4
Samridhi,OS12,3.4
Samridhi,N3,2
Samridhi,N4,4
Samridhi,N5,4.5
Samridhi,N9,3
Tushar,DS4,4
Tushar,DS7,3
Tushar,DS12,3.2
Tushar,DB1,2
Tushar,DB5,3.9
Tushar,DB6,4.2
Tushar,DB14,4.7
Tushar,P4,5
Tushar,P5,4
Tushar,OS3,2
Tushar,OS7,4
Tushar,OS10,2
Tushar,OS12,2
Tushar,N1,2
Tushar,N6,4
Tushar,N7,4.3
Tushar,N11,4.2
Divya,DS2,4
Divya,DS3,3.8
Divya,DS5,2.5
Divya,DS8,1
Divya,DB1,4.4
Divya,DB2,4.2
Divya,DB6,2.5
Divya,DB10,3.9
Divya,DB11,2.9
Divya,P1,3.9
Divya,P3,4.2
Divya,P5,3
Divya,P10,4
Divya,P14,2.6
Divya,OS2,4
Divya,OS3,4.3
Divya,OS6,2.9
Divya,OS12,1.5
Divya,N2,4
Divya,N4,3
Divya,N11,3
Kriti,DS1,4.2
Kriti,DS3,4.3
Kriti,DS5,3.1
Kriti,DS7,1.6
Kriti,DS11,2.9
Kriti,DB3,4.4
Kriti,DB4,3.9
Kriti,DB7,2
Kriti,DB12,1.8
Kriti,DB15,3
Kriti,P2,4.2
Kriti,P5,3.95
Kriti,P8,2
Kriti,P11,2.8
Kriti,P13,1.9
Kriti,OS3,4.5
Kriti,OS4,3
Kriti,OS7,2
Kriti,OS10,3.9
Kriti,OS11,2.3
Hitesh,DS1,1.5
Hitesh,DS4,3.9
Hitesh,DS6,4.3
Hitesh,DS8,3
Hitesh,DS9,3.2
Hitesh,DS12,2.5
Hitesh,DB2,2.3
Hitesh,DB3,1.7
Hitesh,DB6,4.6
Hitesh,DB7,2.7
Hitesh,DB11,4.7
Hitesh,DB13,3.2
Hitesh,DB14,4.33
Hitesh,P1,1.8
Hitesh,P6,4
Hitesh,P7,3
Hitesh,P9,2.6
Hitesh,P13,2.8
Hitesh,P14,4.5
Hitesh,OS2,2.6
Hitesh,OS4,4.4
Hitesh,OS5,4.3
Hitesh,OS9,3
Hitesh,OS10,2
Hitesh,OS12,3
Nikhil,DS2,2.22
Nikhil,DS3,2.57
Nikhil,DS5,3.99
Nikhil,DS6,4.34
Nikhil,DS9,2.88
Nikhil,DS10,2
Nikhil,DS12,3
Nikhil,DB1,2.25
Nikhil,DB4,4.35
Nikhil,DB6,4.44
Nikhil,DB8,2.45
Nikhil,DB10,1.75
Nikhil,DB11,3.9
Nikhil,DB15,4.2
Nikhil,P1,2
Nikhil,P2,1
Nikhil,P4,4
Nikhil,P5,4.5
Nikhil,P9,3
Nikhil,P12,2.5
Nikhil,P14,4.5
Nikhil,OS2,3
Nikhil,OS4,4.5
Nikhil,OS5,4.2
Nikhil,OS7,2.8
Nikhil,OS10,2
Nikhil,OS12,3
Deepak,DS1,2
Deepak,DS4,4.3
Deepak,DS6,4.5
Deepak,DS8,2.9
Deepak,DS9,2.7
Deepak,DS12,3
Deepak,DB2,1.8
Deepak,DB4,4.5
Deepak,DB5,4.1
Deepak,DB7,3.1
Deepak,DB10,2.2
Deepak,DB11,4
Deepak,DB14,4.2
Deepak,P2,1.8
Deepak,P4,4.6
Deepak,P6,4.2
Deepak,P8,2.8
Deepak,P9,2.5
Deepak,P11,4
Deepak,P12,3
Deepak,OS1,1.5
Deepak,OS5,4.5
Deepak,OS6,4.8
Deepak,OS8,2.8
Deepak,OS10,1.75
Deepak,OS11,4.55
Vinay,DS3,2
Vinay,DS5,4.5
Vinay,DS6,4.3
Vinay,DS7,2.8
Vinay,DS9,2.5
Vinay,DS12,2.3
Vinay,DB1,2
Vinay,DB4,4
Vinay,DB5,4.5
Vinay,DB9,2.3
Vinay,DB10,1.75
Vinay,DB11,4.2
Vinay,DB15,4.4
Vinay,P1,2
Vinay,P2,1.7
Vinay,P5,4.3
Vinay,P6,4.6
Vinay,P9,3
Vinay,P10,2
Vinay,P11,4
Vinay,OS2,2
Vinay,OS5,4.8
Vinay,OS8,3
Vinay,OS9,2.7
Vinay,OS10,1.8
Vinay,OS12,2.8
Tejas,DS1,1
Tejas,DS3,1.6
Tejas,DS5,3
Tejas,DS6,3.5
Tejas,DS8,4.3
Tejas,DS9,4.5
Tejas,DS11,2.78
Tejas,DB3,2
Tejas,DB4,2.6
Tejas,DB5,2.9
Tejas,DB8,4.3
Tejas,DB11,3
Tejas,DB13,4
Tejas,P6,3
Tejas,P7,4.7
Tejas,P8,4.2
Tejas,P11,2.5
Tejas,P13,3.9
Tejas,OS2,2
Tejas,OS4,2.5
Tejas,OS6,3.5
Tejas,OS9,4
Tejas,OS12,4.2
Tejas,N3,1
Tejas,N4,2
Tejas,N7,4.5
Tejas,N11,2.7
Tejas,N12,4.2
Pawan,DS2,2
Pawan,DS4,2.8
Pawan,DS5,3
Pawan,DS7,4
Pawan,DS9,4.5
Pawan,DS10,1.7
Pawan,DS11,2.5
Pawan,DB2,1.5
Pawan,DB4,2.8
Pawan,DB8,3.6
Pawan,DB9,4.4
Pawan,DB11,3
Pawan,DB12,4.5
Pawan,P2,2
Pawan,P5,2.8
Pawan,P7,4
Pawan,P9,4.44
Pawan,P14,3
Pawan,OS3,2
Pawan,OS5,2.95
Pawan,OS6,3
Pawan,OS7,4.44
Pawan,OS8,4.75
Pawan,OS11,3.2
Ansari,DS1,1
Ansari,DS5,4
Ansari,DS9,3
Ansari,DS11,4.2
Ansari,DB2,1.5
Ansari,DB6,4.3
Ansari,DB7,2.8
Ansari,DB14,4.3
Ansari,P3,2
Ansari,P4,3.9
Ansari,P5,4.1
Ansari,P9,2.8
Ansari,P14,4.5
Ansari,OS3,1.9
Ansari,OS4,4.5
Ansari,OS9,2.4
Ansari,N6,4.3
Ansari,N7,3.2
Ansari,N14,4.4
Khatana,DB2,1
Khatana,DB5,3.9
Khatana,DB6,4.3
Khatana,DB7,3.2
Khatana,DB11,4.3
Khatana,OS1,1
Khatana,OS6,4.2
Khatana,OS7,4.3
Khatana,OS12,3
Khatana,N1,1.3
Khatana,N3,1.9
Khatana,N4,4
Khatana,N6,4.4
Khatana,N9,3
KV,DS1,4
KV,DS6,3.5
KV,DS12,1.5
KV,DB2,4
KV,DB5,3.2
KV,DB11,3.4
KV,DB12,2.2
KV,P1,4
KV,P5,3
KV,P9,1
KV,OS3,4.2
KV,OS5,3.2
KV,OS10,3.8
KV,OS9,2
Sharma,DS2,4
Sharma,DS1,3.8
Sharma,DS4,2.5
Sharma,DS9,1
Sharma,DB3,4.4
Sharma,DB2,4.2
Sharma,DB4,2.5
Sharma,DB10,3.9
Sharma,DB11,2.9
Sharma,P3,4.2
Sharma,P6,3.95
Sharma,P8,2
Sharma,P11,2.5
Sharma,P13,2.1
Sharma,OS3,4.5
Sharma,OS4,3
Sharma,OS8,1.5
Sharma,OS10,3.9
Sharma,OS11,2
Sandeep,P10,2.5
Sandeep,P8,2
Sandeep,P7,4.5
Sandeep,P4,4
Sandeep,P2,2
Sandeep,N2,2.3
Sandeep,N4,4.4
Sandeep,N8,3
Sandeep,DB5,3.9
Sandeep,DB2,2.2
Sandeep,DB4,4
Sandeep,DB1,1.5
Sandeep,DS11,3.5
Sandeep,DS10,0.5
Sandeep,DS8,2
Sandeep,DS7,3.5
Sandeep,DS6,3.5
Sandeep,DS5,4
Sandeep,DS4,4.5
Sandeep,DS2,2.5
Sandeep,DS1,2
Sandeep,OS2,2.6
Sandeep,OS4,4.8
Sandeep,OS6,4.4
Sandeep,OS11,4
Sandeep,OS8,2.5
Satender,DS3,4
Satender,DS8,3.5
Satender,DS10,2
Satender,DS2,2.2
Satender,DB6,4.4
Satender,DS8,3.9
Satender,DB14,4.6
Satender,P1,3
Satender,P4,4
Satender,P9,3.8
Satender,OS2,2
Satender,OS6,4
Satender,OS12,3.4
Satender,N2,2
Satender,N5,4
Satender,N6,4.5
Satender,N8,3
