user,resource,rating
Tanya,DS8,2
Tanya,DS7,3.5
Tanya,DS6,3.5
Tanya,DS5,4
Tanya,DS4,4.5
Tanya,DS2,2.5
Tanya,DS1,2
Tanya,OS2,2.6
Tanya,OS4,4.8
Tanya,OS5,4.1
Tanya,OS11,4.6
Tanya,OS7,2.1
Tanya,OS12,1.8
Neethu,DS4,2.5
Neethu,DS7,4
Neethu,DS8,3
Neethu,DS9,4
Neethu,DS11,1
Neethu,DS12,5
Neethu,DB5,2.5
Neethu,DB7,4
Neethu,DB8,4.5
Neethu,DB9,4.5
Neethu,DB12,4.5
Neethu,DB13,3.5
Neethu,P5,3
Neethu,P7,4.5
Neethu,P8,4
Neethu,P9,4.5
Neethu,P10,1.5
Neethu,OS3,1.2
Neethu,OS5,2.6
Neethu,OS7,4.1
Neethu,OS8,4.2
Neethu,OS11,2.5
Neethu,OS12,4.6
