user,resource,rating
Tanya,DS8,2
Tanya,DS7,3.5
Tanya,DS6,3.5
Tanya,DS5,4
Tanya,DS4,4.5
Tanya,DS2,2.5
Tanya,DS1,2
Tanya,OS2,2.6
Tanya,OS4,4.8
Tanya,OS5,4.1
Tanya,OS11,4.6
Tanya,OS7,2.1
Tanya,OS12,1.8
Neethu,DS4,2.5
Neethu,DS7,4
Neethu,DS8,3
Neethu,DS9,4
Neethu,DS11,1
Neethu,DS12,5
Neethu,DB5,2.5
Neethu,DB7,4
Neethu,DB8,4.5
Neethu,DB9,4.5
Neethu,DB12,4.5
Neethu,DB13,3.5
Neethu,P5,3
Neethu,P7,4.5
Neethu,P8,4
Neethu,P9,4.5
Neethu,P10,1.5
Neethu,OS3,1.2
Neethu,OS5,2.6
Neethu,OS7,4.1
Neethu,OS8,4.2
Neethu,OS11,2.5
Neethu,OS12,4.6
Jaswinder,DB5,3
Jaswinder,DB6,3
Jaswinder,DB8,4
Jaswinder,DB12,4
Jaswinder,DB1,2
Jaswinder,P3,1.6
Jaswinder,P4,2.4
Jaswinder,P9,3.9
Jaswinder,P12,4.2
Jaswinder,OS2,2
Jaswinder,OS6,3.5
Jaswinder,OS7,4.2
Jaswinder,OS11,3
Jaswinder,N1,1.5
Jaswinder,N4,3.3
Jaswinder,N7,4.5
Jaswinder,N9,4.1
Jaswinder,N14,3.6
Jaswinder,DS5,3.3
Jaswinder,DS8,4.3
Jaswinder,DS9,4
Jaswinder,DS10,2
Akshdeep,DS1,2
Akshdeep,DS2,1.5
Akshdeep,DS6,3
Akshdeep,DS9,3.8
Akshdeep,DS11,3
Akshdeep,DB3,1.9
Akshdeep,DB6,2.9
Akshdeep,DB7,3.9
Akshdeep,DB11,3
Akshdeep,P2,1
Akshdeep,P5,2.3
Akshdeep,P6,2.9
Akshdeep,P8,4
Akshdeep,P9,4.4
Akshdeep,P13,4.1
Akshdeep,OS4,2.5
Akshdeep,OS6,3
Akshdeep,OS9,4.2
Akshdeep,OS11,3
Akshdeep,N3,1.9
Akshdeep,N5,2.7
Akshdeep,N8,3.8
Akshdeep,N10,1.2
Akshdeep,N14,3
Kshitij,DS2,2
Kshitij,DS4,2.5
Kshitij,DS5,3.5
Kshitij,DS7,3.7
Kshitij,DS12,4.5
Kshitij,DB2,2
Kshitij,DB3,1
Kshitij,DB6,2.3
Kshitij,DB7,3.5
Kshitij,DB8,4.6
Kshitij,DB13,4.3
Kshitij,DB15,2
Kshitij,P5,3
Kshitij,P7,3.9
Kshitij,P12,3.6
Kshitij,P14,3
Kshitij,OS3,2
Kshitij,OS4,2.2
Kshitij,OS5,3
Kshitij,OS8,4.4
Kshitij,OS9,4
Kshitij,OS11,3.3
Kshitij,N2,2
Kshitij,N5,3
Kshitij,N8,4.7
Kshitij,N11,3
Kshitij,N14,3.5
Salil,DS1,2
Salil,DS3,2.5
Salil,DS4,4
Salil,DS5,3.9
Salil,DS8,2.4
Salil,DS10,2
Salil,DB2,2.5
Salil,DB3,2.3
Salil,DB4,3.9
Salil,DB5,4.3
Salil,DB9,2.9
Salil,DB15,4
Salil,P1,1
Salil,P6,4
Salil,P7,3
Salil,P10,2
Salil,P11,4.2
Salil,P13,3.2
Salil,OS1,1.8
Salil,OS5,4.5
Salil,OS6,3.9
Salil,OS9,3
Salil,OS10,2
Salil,N3,1.5
Salil,N4,3.9
Salil,N6,4.1
Salil,N7,3.2
Salil,N11,4.5
Salil,N13,3
Neeraj,DS3,2.5
Neeraj,DS4,3.9
Neeraj,DS8,2.9
Neeraj,DS11,4.3
Neeraj,DB2,2
Neeraj,DB3,1.8
Neeraj,DB6,4.7
Neeraj,DB7,3
Neeraj,DB8,3.2
Neeraj,DB11,4.5
Neeraj,P3,2.5
Neeraj,P4,3.9
Neeraj,P9,2.9
Neeraj,P11,4
Neeraj,OS1,1
Neeraj,OS3,2
Neeraj,OS4,4
Neeraj,OS5,4.2
Neeraj,OS9,2.9
Neeraj,OS12,3.5
Neeraj,N2,2
Neeraj,N5,4
Neeraj,N8,3
Neeraj,N11,4.4
Ujjawal,DS2,3
Ujjawal,DS3,2.8
Ujjawal,DS4,3.9
Ujjawal,DS5,3.8
Ujjawal,DS9,3
Ujjawal,DB1,2.2
Ujjawal,DB6,4.2
Ujjawal,DB9,3.2
Ujjawal,DB11,4.4
Ujjawal,P4,3.6
Ujjawal,P5,4.2
Ujjawal,P9,3
Ujjawal,OS1,2.5
Ujjawal,OS4,3.99
Ujjawal,OS7,3.4
Ujjawal,N6,4.5
Ujjawal,N7,3
Ujjawal,N10,2.3
Ashish,DS1,4
Ashish,DS4,3
Ashish,DS11,2.8
Ashish,DB2,4.4
Ashish,DB14,2.5
Ashish,P3,4.3
Ashish,P4,3.5
Ashish,P10,4
Ashish,OS2,5
Ashish,OS4,3
Ashish,OS6,3.5
Ashish,N1,4.5
Ashish,N4,3.5
Ashish,N13,2
Gaur,DS2,4
Gaur,DS5,3.5
Gaur,DS12,2
Gaur,DB1,4
Gaur,DB4,3.8
Gaur,DB11,3.6
Gaur,DB12,2.6
Gaur,P1,3.89
Gaur,P5,3.39
Gaur,P10,4
Gaur,P9,2.5
Gaur,OS2,4.2
Gaur,OS6,3.2
Gaur,OS11,3.8
Gaur,OS12,2
Gaur,N2,4
Gaur,N3,4.2
Gaur,N11,3.5
Shera,DS3,4
Shera,DS6,3
Shera,DS11,3
Shera,DB3,4.2
Shera,DB6,3.5
Shera,DB12,2.5
Shera,P2,4.2
Shera,P4,3.2
Shera,P6,3
Shera,P11,3
Shera,P12,2
Shera,OS2,4
Shera,OS5,3.5
Shera,OS8,2.9
Shera,OS10,4
Shera,N2,3.9
Shera,N6,3.4
Shera,N11,3.6
Sankalp,DS2,2
Sankalp,DS4,4
Sankalp,DS6,4.2
Sankalp,DS8,3.6
Sankalp,DS10,2.1
Sankalp,DB2,2.6
Sankalp,DB4,4.3
Sankalp,DB6,4.5
Sankalp,DB8,3
Sankalp,DB10,2.9
Sankalp,P2,1.5
Sankalp,P4,3.9
Sankalp,P6,4.3
Sankalp,P8,3.8
Sankalp,P10,2.7
Sankalp,OS2,2.2
Sankalp,OS6,4.4
Sankalp,OS8,3
Sankalp,OS10,3.2
Sankalp,N1,2
Sankalp,N5,4.3
Sankalp,N11,4.4
Sankalp,N12,3
Samridhi,DS4,4
Samridhi,DS7,3.5
Samridhi,DS10,2
Samridhi,DB1,2.2
Samridhi,DB6,4.4
Samridhi,DB7,3.4
Samridhi,DB14,4.6
Samridhi,P2,3
Samridhi,P5,4
Samridhi,P8,3.5
Samridhi,OS1,2
Samridhi,OS5,4
Samridhi,OS12,3.4
Samridhi,N3,2
Samridhi,N4,4
Samridhi,N5,4.5
Samridhi,N9,3
Tushar,DS4,4
Tushar,DS7,3
Tushar,DS12,3.2
Tushar,DB1,2
Tushar,DB5,3.9
Tushar,DB6,4.2
Tushar,DB14,4.7
Tushar,P4,5
Tushar,P5,4
Tushar,OS3,2
Tushar,OS7,4
Tushar,OS10,2
Tushar,OS12,2
Tushar,N1,2
Tushar,N6,4
Tushar,N7,4.3
Tushar,N11,4.2
